date,open,high,low,close,volume,quote_volume,trades,taker_buy_base,taker_buy_quote,cs_spread,roll_spread,amihud,parkinson_vol,realized_vol,range_vol,volume_dispersion,momentum_unc,flow_imbalance,intensity_unc,aleatoric_proxy,epistemic_proxy,total_uncertainty,ar_spread,dvol,dvol_regime
2024-01-26,39961.09,42246.82,39822.52,41823.51,47384.96726,1951700659.289807,1624861,24674.75551,1016105199.7171212,0.0,211.81670749122927,0.0091727212672667,0.5058228411729383,0.4941316905019378,0.0455332868761332,0.4810270719044417,0.0481965661779779,0.0207296097644269,0.3888620014058185,0.2698324886890355,0.2646118190412098,0.449968136326783,409.2311302658916,43.73,greed
2024-01-27,41823.51,42200.0,41394.34,42120.63,16224.41667,678418702.3509445,751148,7485.64978,312938659.24802434,73.97800087895394,187.41426133929252,0.0096503845613727,0.5055789371102902,0.4952846453199298,0.0454556046046156,0.4935238323243079,0.0603971805882097,0.0386182485166689,0.4055767274844595,0.2703701249622727,0.2769605064562588,0.4688532320554638,420.0616962034064,42.43,extreme_greed
2024-01-28,42120.63,42842.68,41620.81,42031.06,27294.99838,1154365891.668259,1032493,12971.1882,548670338.639401,9.095996623344426,192.0266166182548,0.0087341813274744,0.4716624472801616,0.4239179654861356,0.0425705854326765,0.510633548020642,0.0852101922071834,0.0247778358725092,0.4239160761299593,0.233244275459406,0.2979218701139127,0.4425692363509282,113.64565071801844,45.25,greed
2024-01-29,42031.05,43333.0,41804.88,43302.7,31542.74207,1343462280.3618684,1197856,15996.88627,681504721.3585126,139.91687192239738,123.74911870510802,0.0095655223359851,0.4542429190638843,0.4389369216992262,0.0408397868251115,0.5207266888875969,0.1025794991826491,0.0071495126992917,0.4267063059019874,0.2398883542621688,0.311653094035123,0.4728419712016176,318.4949803451867,45.36,greed
2024-01-30,43302.71,43882.36,42683.99,42941.1,37619.24546,1633251085.6713595,1316610,19317.29993,838876408.4556684,0.0,119.48470250326784,0.0096800306878994,0.4301553761485659,0.4356945205300562,0.0385960523891716,0.4865114871136146,0.1227769025911421,0.0134951457370339,0.3918585145844438,0.2371452864596139,0.3046441948523783,0.4583840243409494,338.5576749646179,46.91,greed
2024-01-31,42941.1,43745.11,42276.84,42580.0,39871.13688,1711665577.0530825,1499559,20289.94825,871009715.1702206,161.36358539619022,114.08688744482664,0.0098442423750712,0.4090483973624274,0.4358687129300775,0.036691049891679,0.4321366024199622,0.1316931384397352,0.0088881290510106,0.3402477112692304,0.2362798814108783,0.2819148704298487,0.4238140742406555,175.53344855888918,45.79,greed
2024-02-01,42580.0,43285.13,41884.28,43082.94,35231.04664,1497121440.644002,1392269,18134.84304,770635549.4842126,95.18217039806932,135.9350709221493,0.0091932584049101,0.3362778346062054,0.3345926579189721,0.0324551802015842,0.3426277679633862,0.1137234009559888,0.0147404000030567,0.278114656898289,0.1835239190602781,0.2281755844596875,0.2643047027841191,209.21054569471136,44.76,greed
2024-02-02,43082.95,43488.0,42546.79,43200.0,29672.14418,1277919437.2905612,1086342,15645.5711,673834785.747791,46.7396784356216,126.20669856160536,0.0092501712377949,0.3370316671956988,0.3346746434908764,0.0325866457191135,0.3480318768114979,0.0859900088522448,0.0272814463656312,0.2860693184260744,0.1836306446049949,0.2170109428318714,0.2481396023463467,170.7191391015955,42.41,extreme_greed
2024-02-03,43199.99,43380.01,42880.0,43011.09,12033.40998,518775350.03360087,609962,5691.78572,245377398.51059568,69.5660817042046,124.62590798386714,0.0085753287143407,0.3309555352348401,0.3201105838826472,0.0315396695325051,0.3847734607954642,0.0652335790387731,0.0270014293986555,0.3189084298404577,0.1758251267075762,0.2250035199171186,0.2478575683915879,68.84457017911122,41.52,extreme_greed
2024-02-04,43011.1,43119.04,42222.0,42582.88,17066.89404,730999557.7083682,931235,8427.12671,360928641.0597721,0.0,64.29077884254808,0.0087219355581403,0.3231669080597281,0.3160175277384382,0.0306142028908257,0.4130271864302827,0.0364084364526157,0.0062296226689438,0.3303972425647492,0.173315865314632,0.2247178114414492,0.2435911842674444,81.34458611101202,42.69,extreme_greed
2024-02-05,42582.88,43569.76,42258.1,42708.7,29467.75905,1262620640.5407171,1317397,14984.06962,642077579.5827268,137.05466736133096,101.8871668537918,0.0084599319668584,0.3207698671701822,0.3115705712549337,0.0303787176968956,0.4158587636863451,0.019160988300105,0.0084902993327532,0.3275435835078136,0.1709746444759147,0.2175098759932251,0.2294584616121698,35.826815484964065,42.37,extreme_greed
2024-02-06,42708.7,43399.98,42574.0,43098.95,24675.85433,1061049582.6002768,1120760,12810.98205,550866463.7409194,133.6947761397829,84.60945927197756,0.0085919351980901,0.3195181881008539,0.3118674286410429,0.0301712217645551,0.4251918169621914,0.0174302661905585,0.0191707601558025,0.3318802338847034,0.171019325202799,0.2213110415763749,0.2350863645390254,43.864668773588,42.87,greed
2024-02-07,43098.96,44396.5,42788.0,44349.6,34392.59915,1496013692.382922,1378809,17755.87738,772721372.4443885,0.0,91.80610095030956,0.0086115065991527,0.3084632382097186,0.2985066143853006,0.0292664640620747,0.4237636106985097,0.0228139692286766,0.0162702970647669,0.3317926417245546,0.1638865392236876,0.2232887899635932,0.2270391615816006,317.41986713462103,43.82,greed
2024-02-08,44349.6,45614.3,44331.1,45288.65,45439.62231,2042912128.1517663,1863650,22731.52397,1021963499.8003352,0.0,0.0,0.0089239557491168,0.2983746655500831,0.3045610370469495,0.0283825008935719,0.4204366517655593,0.0221736322223981,0.0002577665571258,0.3388800117123282,0.1664717689702607,0.2213051419939787,0.2281030250231273,348.26800470302027,44.91,greed
2024-02-09,45288.66,48200.0,45242.12,47132.77,73503.481,3453043306.420976,2323884,37360.96419,1754880225.38021,0.0,0.0,0.0094348892516281,0.3268036857476462,0.3294557862562312,0.031021157633751,0.4530253848552334,0.0248758535311728,0.0082883651455901,0.3508142436460955,0.1802384719449911,0.2389506191932031,0.2750246936617442,308.3264110435217,47.79,greed
2024-02-10,47132.78,48170.0,46800.0,47751.09,24802.35936,1176079377.6922762,1323421,12740.69912,604397015.51796,151.20018876923984,0.0,0.0097049349160923,0.3319723067630403,0.3285658028659763,0.0319982400094427,0.4234189617386952,0.0283494263770228,0.0136889976905789,0.3213904094238238,0.1802820214377095,0.225884194057859,0.2559812548496097,284.6518218432257,49.91,neutral
2024-02-11,47751.08,48592.66,47557.16,48299.99,29958.80837,1443314885.7714052,1407270,15741.38294,758411879.955689,0.0,0.0,0.0089972743790633,0.3134040015599345,0.2517508091128433,0.0302167835773544,0.4182631629263514,0.0469154181544924,0.0254342143916169,0.3035764401899525,0.1409837963450989,0.2325892905404219,0.2055149982909777,157.1523495922709,51.29,neutral
2024-02-12,48300.0,50334.82,47710.01,49917.27,59009.96705,2898220863.0181804,1939394,30797.43359,1512688561.6888657,23.18956575173911,0.0,0.0093832410819161,0.3217791166650733,0.2644495544783276,0.0308135658984436,0.4203499453699749,0.0627313470973888,0.0219022332939931,0.2984328330211251,0.1476315601883856,0.2415406462336818,0.2288026136693206,355.076155527525,54.28,fear
2024-02-13,49917.28,50368.61,48300.95,49699.59,55551.56706,2745025370.067447,1741811,28409.79337,1403783512.6809905,332.7039973882878,0.0,0.0093136767694911,0.3290480361514693,0.269317637870115,0.0315580457128923,0.4316384446927635,0.0843890729138826,0.0114129964923431,0.29993776057565,0.1504378417915036,0.258013758803323,0.2571993491345725,332.79481258445765,52.19,neutral
2024-02-14,49699.6,52043.71,49225.01,51795.17,57046.37401,2919604456.723313,1859392,29664.5183,1518339681.334602,0.0,101.10426407781084,0.0098961318834266,0.347502515606469,0.2847144880330006,0.0333403391909262,0.4363331352739414,0.1191246287424834,0.0200070787110829,0.3043883005925923,0.1590274136119634,0.2777288820082124,0.2992076603792764,418.8430506734129,55.13,fear
2024-02-15,51795.17,52816.62,51314.0,51880.0,53816.03055,2802825737.9920154,1786569,26722.58656,1391971339.715806,0.0,77.22282106550193,0.0087583326309883,0.3296551894205561,0.2596269158705694,0.0318902577517941,0.4405944807893788,0.14385307981426,0.0034456037189099,0.3071588545925626,0.1457585868111818,0.2922237803018194,0.3000563363793292,423.7794689688903,55.08,fear
2024-02-16,51880.01,52572.08,51566.0,52124.11,37772.25318,1965003863.9713345,1583711,18309.89888,952708587.7324988,141.73426512392675,45.702149673887824,0.0083560492312737,0.3296675806598815,0.2602143708962742,0.0318989667681137,0.4085688646099922,0.1555162478961032,0.0152553173689187,0.2800633327329221,0.146056668832194,0.2820425562530477,0.2856230168375303,0.0,55.24,fear
2024-02-17,52124.1,52162.82,50625.0,51642.64,25674.00622,1319908544.9790893,1427773,12655.51593,650426057.1976154,0.0,23.44298672529999,0.0086153802136603,0.3300689408211688,0.2660465588752824,0.031934339839158,0.4110943605522432,0.1692201005165969,0.007068907689937,0.2684938972286121,0.1489904493572202,0.29015723053442,0.3019907106027603,0.0,56.24,fear
2024-02-18,51642.64,52377.0,51163.28,52137.67,21992.10363,1139209588.4334626,1375422,11281.34692,584447328.1142721,96.4052303098777,0.0,0.0079247905459547,0.3249401955750509,0.2558670295253306,0.0313338340008082,0.4255860101012034,0.1717219389186729,0.0129726155260004,0.2640221044509844,0.1436004317630694,0.2986539745099382,0.3061507620434768,67.6389596657956,57.24,fear
2024-02-19,52137.68,52488.77,51677.0,51774.73,29534.99432,1539600521.6007729,1542990,15266.36204,795825023.6442237,62.201586047539685,0.0,0.0078949379035612,0.3212570718652549,0.2546299893804618,0.0307224134008568,0.432766341655535,0.1734999706495368,0.0168906374111653,0.2611574877287944,0.1426762013906593,0.3031331561525359,0.3112842484199991,148.0499893091973,56.83,fear
2024-02-20,51774.74,52985.0,50760.37,52258.82,49614.47318,2574874999.3787174,1971912,24994.25062,1297330385.005093,66.24869273343442,0.0,0.0078289729468891,0.3259910411348271,0.2458169183678112,0.0311267555948714,0.4336830029535107,0.1867047535229173,0.0037693442661673,0.2675167008228956,0.1384718369813413,0.310193878238214,0.3151625221938339,147.9179532818097,55.63,fear
2024-02-21,52258.82,52366.8,50625.0,51849.39,43079.40049,2210278288.725095,1824860,22239.73293,1140905416.956252,218.8028603406271,0.0,0.007614736163455,0.3264226895294601,0.2539477641588032,0.0311806686770949,0.4302825033421184,0.1967902178674772,0.0162498242091935,0.267365418759954,0.142564216417949,0.3135363606047978,0.3263276463641087,56.02736563452925,54.01,neutral
2024-02-22,51849.38,52065.78,50940.78,51288.42,35309.44574,1820949707.158534,1688184,17830.4673,919599483.9078616,155.47144666667717,0.0,0.0078072664804285,0.3264115832113544,0.2630164260269332,0.0311880440471779,0.4245037811694183,0.1967857309992719,0.0049772639110235,0.2546038104827404,0.1471022350370556,0.3106447560843451,0.329058628285141,0.0,55.38,fear
2024-02-23,51288.42,51548.54,50521.0,50744.15,30545.79544,1559143576.8296163,1487039,14610.80906,745820955.2560463,0.0,0.0,0.0077270088296565,0.328292722232625,0.2680246613499599,0.031619258369014,0.3868439621044021,0.2070953549888336,0.0216752797058621,0.2056036463702089,0.1498219598594869,0.2969696585466178,0.3132295019742853,147.1302554786992,52.23,neutral
2024-02-24,50744.15,51698.0,50585.0,51568.22,16560.4211,847793393.571868,855015,8462.15627,433239599.4239887,159.80094069958196,0.0,0.0079926937462097,0.3285120220447151,0.2603310411487845,0.0316451242396194,0.3881003267683493,0.2088728010129501,0.0109867810064292,0.2114086942909154,0.145988082694202,0.2984865638906497,0.3095679219167158,195.81345280131237,54.18,neutral
2024-02-25,51568.21,51958.55,51279.8,51728.85,18721.63159,966951114.4504628,923992,9544.17672,492952522.6816389,0.0,0.0,0.0080366772248502,0.3232023132422347,0.2602777687075923,0.0307656007044486,0.4074834923286837,0.2091399487551568,0.00979406757998,0.2313921591209541,0.1455216847060205,0.3083117205419202,0.3232223261526649,166.13104757349086,55.17,fear
2024-02-26,51728.85,54910.0,50901.44,54476.47,51256.72199,2710403072.980595,1808909,27198.83551,1438371804.1101012,27.329464468033823,0.0,0.0085627599085389,0.3590205200697994,0.3002058482929739,0.033486530339301,0.391462612887088,0.2100538572729083,0.0306393864848856,0.2186274884028316,0.1668461893161374,0.3007582350799981,0.3448809901699067,540.4089017725396,56.05,fear
2024-02-27,54476.48,57588.15,54450.13,57037.34,67194.98562,3795949115.224932,2414285,34970.25885,1975472154.5115736,0.0,0.0,0.0082118002366465,0.3701006890374763,0.3188647376185811,0.0344239450513042,0.4026650973624472,0.2060345832760896,0.0204295905019339,0.2353103258341224,0.1766443413349427,0.3043498403192684,0.3651615668365714,652.397624272903,58.36,fear
2024-02-28,57037.35,64000.0,56691.85,62432.1,118763.46984,7162581994.48574,3895062,62066.63936,3742433894.945077,0.0,0.0,0.0083298560936654,0.4473122201800099,0.4216811607067487,0.038860133123279,0.5341720225654264,0.194371889121399,0.0226071572649156,0.3606824387820571,0.2302706469150139,0.3642719558434127,0.5350484725404983,843.370291651841,67.76,extreme_fear
2024-02-29,62432.11,63676.35,60364.7,61130.98,78425.07603,4872212871.27608,3169405,39463.06931,2452515504.8686514,271.37696882361155,0.0,0.0079680618660563,0.4413893009685973,0.4313532236992731,0.0384309674328293,0.5385692119510702,0.1736837610543205,0.003194530470128,0.3880292701190121,0.2348920955660512,0.3561264865026954,0.5302234008178208,815.02577455579,65.54,extreme_fear
2024-03-01,61130.99,63114.23,60777.0,62387.9,47737.93473,2956537377.9660296,1947444,24195.70252,1498771144.099956,289.3362523380709,0.0,0.0077581549861392,0.4444234111382037,0.4321418580295419,0.0388695888756565,0.5149639444754665,0.149508542406736,0.0068443504489232,0.3767401750013702,0.2355057234525993,0.3322362434411012,0.4962239884042855,296.7112971438122,65.37,extreme_fear
2024-03-02,62387.9,62433.19,61561.12,61987.28,25534.73659,1582566973.834093,1641808,12691.37721,786583052.0862726,61.23766222598501,0.0,0.0075657448401583,0.4430607551193525,0.4378243666351477,0.0385010690579173,0.5213292045270074,0.1359464938648037,0.0029759886001646,0.3712894062478527,0.2381627178465325,0.3286378491959055,0.4950362805099282,170.7092970432508,65.82,extreme_fear
2024-03-03,61987.28,63231.88,61320.0,63113.97,28994.90903,1804536272.9443457,1992011,14905.186,927868983.7308432,74.09046054118986,0.0,0.0074966412202684,0.4330727897251906,0.431736886035394,0.03738653389996,0.5409098578131397,0.1327143021782691,0.0140621750038285,0.3710234943538207,0.234561709967677,0.3368120799957044,0.5014684950180854,218.18728107068927,71.72,extreme_fear
2024-03-04,63113.97,68499.0,62300.0,68245.71,84835.16005,5568877537.081252,3887853,45319.0864,2974396037.6857204,0.0,0.0,0.008118905148647,0.4695300811151482,0.4868208801804339,0.0398480533128906,0.5569984032069903,0.1590821137922659,0.0342016962458708,0.4207621124523328,0.2633344667466623,0.3580402584996281,0.5766452190304452,817.1612552091694,74.81,extreme_fear
2024-03-05,68245.71,69000.0,59005.0,63724.01,132696.7813,8674526591.28714,5310706,65991.84526,4318205559.64365,639.6847696468485,263.91015403885814,0.0078067544665328,0.5636051655714129,0.5611626403041174,0.0449694596320417,0.644080877807244,0.1743489324958656,0.0026869181490843,0.5230090630548042,0.3030660499680796,0.4092149051515548,0.7124278448918684,883.9658133732116,73.19,extreme_fear
2024-03-06,63724.01,67641.1,62779.14,66074.04,78738.85491,5197743036.597276,3302981,40344.32596,2663883160.206962,407.2026047424788,326.9771459939144,0.0081259291778921,0.5823668061960597,0.5674188574986796,0.0472004664449955,0.6408336862450078,0.197157453282796,0.0123814158348414,0.5172399573981222,0.3073096619718375,0.4189955697639019,0.7332410484057869,388.1934176420336,74.85,extreme_fear
2024-03-07,66074.04,67980.0,65551.0,66823.17,53059.8869,3548088039.273608,2428227,27935.66302,1867854683.9820297,82.15913426521743,330.0878328044267,0.008165356472407,0.5860637145146114,0.5667613729630838,0.0480528685855906,0.6284997145767983,0.2088531908087405,0.0264930751294146,0.5037122867516868,0.3074071207743372,0.4186764526927694,0.7329238006249972,304.7429628144186,69.68,extreme_fear
2024-03-08,66823.18,69990.0,66082.66,68124.19,74261.932842,5044395324.399055,2943927,37711.514581,2563347797.52868,59.76302505598027,335.639407549007,0.0080049479053968,0.5953135440232733,0.5612982888389395,0.049431769868396,0.5958273014779798,0.2252389479698973,0.007817574062274,0.4843031972336563,0.3053650293536677,0.4105331247239385,0.7178818074754332,82.38869715875455,71.87,extreme_fear
2024-03-09,68124.2,68541.1,67861.1,68313.27,19872.89743,1355964036.909299,1345341,10005.592,682720256.0028228,20.734504286194465,340.61589466364074,0.0076884382259104,0.5935923972230037,0.5625003606432132,0.0487655200899845,0.5991062185488011,0.2310814229745409,0.0034792754928414,0.485199758947291,0.3056329403665988,0.415093820761671,0.724962932085329,76.20901798003537,75.04,extreme_fear
2024-03-10,68313.28,69887.61,68094.75,68955.88,38404.66835,2659307501.094578,2139518,19188.79904,1328747995.9940257,0.0,341.75252002567424,0.0076376156331126,0.5952455052817293,0.5575713064687158,0.0492815810389939,0.5888393794533796,0.2434518120728385,0.0003524346279128,0.4731492306307912,0.3034264437538548,0.416145595763109,0.723117036044099,0.0,80.12,extreme_fear
2024-03-11,68955.88,72800.0,67024.96,72078.1,75292.825726,5352704377.618805,3043414,39435.855459,2803359303.286973,96.31464126117189,349.54176335236264,0.0078705525607035,0.6140035898774039,0.5671341689468781,0.0511592067374391,0.5806543400842008,0.2582266545087616,0.023766442270502,0.4653766948860434,0.3091466878421586,0.4194404972964812,0.7367092715615882,509.33652219237575,83.02,extreme_fear
2024-03-12,72078.1,73000.0,68620.82,71452.01,68783.546691,4909667978.559338,3047890,34517.212933,2465202174.4072266,430.7367827571634,374.5925999571097,0.0077814695691882,0.6238528469681321,0.5676229637741504,0.0525439545729169,0.5671276806496538,0.2791889654854224,0.0018236859472146,0.4539024628416742,0.3100834591735337,0.4231583230675381,0.7435835099897733,499.1415642621375,78.08,extreme_fear
2024-03-13,71452.0,73650.25,71333.31,73072.41,52659.711647,3829764501.253793,2501197,26787.082237,1948382241.8894603,0.0,396.47392698459066,0.0077755448689469,0.6258330687198748,0.5589238422577967,0.0530325884230271,0.5519929247171199,0.3016564272898931,0.0086826607894271,0.4405462378904544,0.3059782153404119,0.4268246760035065,0.7426493908198393,142.1077569183051,77.5,extreme_fear
2024-03-14,73072.4,73777.0,68555.0,71388.94,71757.628746,5132189849.096632,2994869,35676.748326,2552190396.8890066,160.7108260872895,422.3010915251529,0.0076604886591502,0.6436734325135823,0.5691394613346313,0.0556775463227658,0.5240310919499102,0.3121684007328829,0.0028159521228788,0.4191930029092595,0.3124085038286985,0.4180997463413965,0.7397510994575743,148.97580723625222,74.58,extreme_fear
2024-03-15,71388.94,72419.71,65600.0,69499.85,103334.03546,7065279917.872112,3904445,49844.66515,3409385750.021177,137.580180080775,376.2905622781665,0.0069002090746048,0.6757336871441376,0.5901099298156981,0.0595046700856709,0.4833733521925664,0.3301874819100904,0.0176355502994506,0.3805001017999972,0.3248072999506845,0.4067804170513284,0.7422124455247592,0.0,76.7,extreme_fear
2024-03-16,69499.84,70043.0,64780.0,65300.63,55926.95336,3788544202.884856,2729019,27240.19894,1846731512.273624,351.170193217857,270.9671751242214,0.0075619090613767,0.6953838365733983,0.6501356838812978,0.062878428148946,0.4424241137968429,0.3437894220547298,0.0129325431933389,0.3361419751624545,0.3565070560151219,0.3931067679257863,0.7708329024632796,610.1872096896653,75.73,extreme_fear
2024-03-17,65300.64,68904.4,64533.0,68393.48,49742.21589,3322963634.2425127,2449156,25328.29435,1692079618.2113106,483.6031184035296,346.60899572722974,0.0073034980978247,0.6906283597807097,0.6459315180510679,0.0623950341750223,0.4435774078948208,0.3416844537928887,0.0091911145657638,0.3234246628135129,0.3541632761130451,0.3926309308438548,0.766542250217878,774.8959657782345,75.93,extreme_fear
2024-03-18,68393.47,68956.0,66565.2,67609.99,55691.08088,3768277912.418919,2464515,28529.67219,1930726566.249246,196.66793841970068,407.8492008927034,0.0068512933523311,0.684367234078072,0.6372978743190447,0.0614122690045919,0.448888632385737,0.3232879355205764,0.0122844042383389,0.3227228154802382,0.3493550716618183,0.3860882839531567,0.7495988617696623,481.4528256424824,74.08,extreme_fear
2024-03-19,67610.0,68124.11,61555.0,61937.4,101005.32487,6484805948.535393,3593832,48205.28434,3095258881.7022734,0.0,436.27631245384384,0.0068960898115662,0.6695303438509967,0.6471551280416613,0.0608624141354374,0.4326951552103654,0.2758186245524586,0.0227451186158443,0.3189715791008852,0.3540087710885494,0.354256889881412,0.7101815283982884,929.7451909867674,76.61,extreme_fear
2024-03-20,61937.41,68100.0,60775.0,67840.51,90420.58592,5769770052.062583,3549793,45523.84281,2907222064.131292,923.2196956988942,564.5949666266494,0.0074688570911779,0.7029648264807846,0.718118436242711,0.0635524546992577,0.4353108079946471,0.2345774981095514,0.0034676821302326,0.3207504028028998,0.3908354454709843,0.3349441530520993,0.7384178616148733,1260.3059527049618,77.73,extreme_fear
2024-03-21,67840.51,68240.47,64529.01,65501.27,53357.48002,3551223142.964417,2388390,26650.09786,1774833851.2215245,264.04805504928515,619.0355494224688,0.0076187158282404,0.7084496261143172,0.7294865280984564,0.0645124316690266,0.4310684471114509,0.1726649963493778,0.0005367972773323,0.3120604467883777,0.3969994798837415,0.3018667217304144,0.6994945849599186,1016.2511815011518,75.26,extreme_fear
2024-03-22,65501.28,66649.62,62260.0,63796.64,51482.37821,3310481978.107645,2492881,24578.87957,1580940164.1212375,0.0,597.5796499342913,0.0078134465819289,0.7225620539659923,0.7361019561058011,0.0672493273440045,0.4021845417915522,0.1322904427534348,0.0225768423179463,0.2929322790719035,0.4016756417249028,0.2672374922724935,0.6560197432709708,395.8368025752955,72.46,extreme_fear
