step,timestamp,mid_price,best_bid,best_ask,spread_bps,imbalance,sentiment,epistemic_uncertainty,aleatoric_uncertainty,regime,fills_this_step,total_volume,trade_count,mm_0_position,mm_0_cash,mm_1_position,mm_1_cash,informed_0_position,informed_0_cash,informed_1_position,informed_1_cash,informed_2_position,informed_2_cash,informed_3_position,informed_3_cash,informed_4_position,informed_4_cash,noise_0_position,noise_0_cash,noise_1_position,noise_1_cash,noise_2_position,noise_2_cash,noise_3_position,noise_3_cash,noise_4_position,noise_4_cash,noise_5_position,noise_5_cash,noise_6_position,noise_6_cash,noise_7_position,noise_7_cash,noise_8_position,noise_8_cash,noise_9_position,noise_9_cash
21,2025-12-17T18:43:12.790351,,44574.96000304436,,,1.0,0.6155399771276138,0.06219484641793743,0.5187911987304688,bullish,0,25.577511890369955,147,-6.746155069822884,389309.67308992596,-7.505033497480133,422020.6523378752,4.946634416271868,-110705.83600622839,4.745221994785249,-102237.44881656664,4.1,-74592.3003217627,2.679696637654657,-15294.56117960862,1.1999999999999997,48310.39063332149,0.2157782562800543,90664.51051616225,0.40931034311998715,82128.177362896,0.3211686355720461,86255.59018198562,0.05303419728760821,97756.09453889905,0.5646657675598905,76089.45669182893,0.04951984250772222,97752.4012985412,-0.015506199361233569,100388.31432756393,-0.021044363764013113,100782.86705400038,0.15099617019330486,93756.45080818415,-0.316451232556202,114041.39686429597
22,2025-12-17T18:43:12.790430,,44574.96000304436,,,1.0,0.5755107057250515,0.06158510409704056,0.5187911987304688,bullish,0,25.577511890369955,147,-6.746155069822884,389309.67308992596,-7.505033497480133,422020.6523378752,4.946634416271868,-110705.83600622839,4.745221994785249,-102237.44881656664,4.1,-74592.3003217627,2.679696637654657,-15294.56117960862,1.1999999999999997,48310.39063332149,0.2157782562800543,90664.51051616225,0.40931034311998715,82128.177362896,0.3211686355720461,86255.59018198562,0.05303419728760821,97756.09453889905,0.5646657675598905,76089.45669182893,0.04951984250772222,97752.4012985412,-0.015506199361233569,100388.31432756393,-0.021044363764013113,100782.86705400038,0.15099617019330486,93756.45080818415,-0.316451232556202,114041.39686429597
23,2025-12-17T18:43:12.790539,,44574.96000304436,,,1.0,0.5514407035645538,0.06100584889218853,0.5187911987304688,bullish,1,25.7621438762729,148,-6.746155069822884,389309.67308992596,-7.320401511577187,413790.6889509688,4.946634416271868,-110705.83600622839,4.745221994785249,-102237.44881656664,4.1,-74592.3003217627,2.679696637654657,-15294.56117960862,1.1999999999999997,48310.39063332149,0.2157782562800543,90664.51051616225,0.40931034311998715,82128.177362896,0.3211686355720461,86255.59018198562,0.05303419728760821,97756.09453889905,0.5646657675598905,76089.45669182893,-0.1351121433952231,105982.36468544764,-0.015506199361233569,100388.31432756393,-0.021044363764013113,100782.86705400038,0.15099617019330486,93756.45080818415,-0.316451232556202,114041.39686429597
24,2025-12-17T18:43:12.790644,,44574.96000304436,,,1.0,0.5058956677307802,0.060455556447579106,0.5187911987304688,bullish,0,25.7621438762729,148,-6.746155069822884,389309.67308992596,-7.320401511577187,413790.6889509688,4.946634416271868,-110705.83600622839,4.745221994785249,-102237.44881656664,4.1,-74592.3003217627,2.679696637654657,-15294.56117960862,1.1999999999999997,48310.39063332149,0.2157782562800543,90664.51051616225,0.40931034311998715,82128.177362896,0.3211686355720461,86255.59018198562,0.05303419728760821,97756.09453889905,0.5646657675598905,76089.45669182893,-0.1351121433952231,105982.36468544764,-0.015506199361233569,100388.31432756393,-0.021044363764013113,100782.86705400038,0.15099617019330486,93756.45080818415,-0.316451232556202,114041.39686429597
25,2025-12-17T18:43:12.790781,,44574.96000304436,,,1.0,0.4701267257499555,0.05993277862520015,0.5187911987304688,bullish,1,25.876945572056275,149,-6.746155069822884,389309.67308992596,-7.205599815793814,408673.40795314324,4.946634416271868,-110705.83600622839,4.745221994785249,-102237.44881656664,4.1,-74592.3003217627,2.679696637654657,-15294.56117960862,1.1999999999999997,48310.39063332149,0.2157782562800543,90664.51051616225,0.40931034311998715,82128.177362896,0.3211686355720461,86255.59018198562,0.05303419728760821,97756.09453889905,0.5646657675598905,76089.45669182893,-0.1351121433952231,105982.36468544764,-0.015506199361233569,100388.31432756393,-0.021044363764013113,100782.86705400038,0.03619447440993155,98873.73180600969,-0.316451232556202,114041.39686429597
26,2025-12-17T18:43:12.790886,,44574.96000304436,,,1.0,0.45638287546537265,0.05943613969394014,0.5187911987304688,bullish,0,25.876945572056275,149,-6.746155069822884,389309.67308992596,-7.205599815793814,408673.40795314324,4.946634416271868,-110705.83600622839,4.745221994785249,-102237.44881656664,4.1,-74592.3003217627,2.679696637654657,-15294.56117960862,1.1999999999999997,48310.39063332149,0.2157782562800543,90664.51051616225,0.40931034311998715,82128.177362896,0.3211686355720461,86255.59018198562,0.05303419728760821,97756.09453889905,0.5646657675598905,76089.45669182893,-0.1351121433952231,105982.36468544764,-0.015506199361233569,100388.31432756393,-0.021044363764013113,100782.86705400038,0.03619447440993155,98873.73180600969,-0.316451232556202,114041.39686429597
27,2025-12-17T18:43:12.791005,,44270.921124280576,,,1.0,0.4392153260325717,0.05896433270924313,0.5187911987304688,bullish,3,26.110977215773662,152,-6.746155069822884,389309.67308992596,-6.971568172076426,398251.6315550072,4.946634416271868,-110705.83600622839,4.745221994785249,-102237.44881656664,4.1,-74592.3003217627,2.679696637654657,-15294.56117960862,1.1999999999999997,48310.39063332149,0.2157782562800543,90664.51051616225,0.28413716257432,87707.76687917297,0.3211686355720461,86255.59018198562,0.05303419728760821,97756.09453889905,0.5646657675598905,76089.45669182893,-0.1351121433952231,105982.36468544764,-0.12436466253295429,105230.50120942305,-0.021044363764013113,100782.86705400038,0.03619447440993155,98873.73180600969,-0.316451232556202,114041.39686429597
28,2025-12-17T18:43:12.791101,,44270.921124280576,,,1.0,0.4382628023359987,0.058516116073780974,0.5187911987304688,bullish,1,26.233068836229812,153,-6.746155069822884,389309.67308992596,-6.849476551620276,392846.52305585734,4.946634416271868,-110705.83600622839,4.745221994785249,-102237.44881656664,4.1,-74592.3003217627,2.679696637654657,-15294.56117960862,1.1999999999999997,48310.39063332149,0.2157782562800543,90664.51051616225,0.16204554211816913,93112.87537832282,0.3211686355720461,86255.59018198562,0.05303419728760821,97756.09453889905,0.5646657675598905,76089.45669182893,-0.1351121433952231,105982.36468544764,-0.12436466253295429,105230.50120942305,-0.021044363764013113,100782.86705400038,0.03619447440993155,98873.73180600969,-0.316451232556202,114041.39686429597
29,2025-12-17T18:43:12.791196,,44270.921124280576,,,1.0,0.43672708276906225,0.05809031027009193,0.5187911987304688,bullish,1,26.347083634540642,154,-6.746155069822884,389309.67308992596,-6.735461753309445,387798.98291283776,4.946634416271868,-110705.83600622839,4.745221994785249,-102237.44881656664,4.1,-74592.3003217627,2.679696637654657,-15294.56117960862,1.1999999999999997,48310.39063332149,0.2157782562800543,90664.51051616225,0.04803074380733793,98160.41552134238,0.3211686355720461,86255.59018198562,0.05303419728760821,97756.09453889905,0.5646657675598905,76089.45669182893,-0.1351121433952231,105982.36468544764,-0.12436466253295429,105230.50120942305,-0.021044363764013113,100782.86705400038,0.03619447440993155,98873.73180600969,-0.316451232556202,114041.39686429597
30,2025-12-17T18:43:12.791295,,44270.921124280576,,,1.0,0.4097696056411428,0.05768579475658733,0.5187911987304688,bullish,0,26.347083634540642,154,-6.746155069822884,389309.67308992596,-6.735461753309445,387798.98291283776,4.946634416271868,-110705.83600622839,4.745221994785249,-102237.44881656664,4.1,-74592.3003217627,2.679696637654657,-15294.56117960862,1.1999999999999997,48310.39063332149,0.2157782562800543,90664.51051616225,0.04803074380733793,98160.41552134238,0.3211686355720461,86255.59018198562,0.05303419728760821,97756.09453889905,0.5646657675598905,76089.45669182893,-0.1351121433952231,105982.36468544764,-0.12436466253295429,105230.50120942305,-0.021044363764013113,100782.86705400038,0.03619447440993155,98873.73180600969,-0.316451232556202,114041.39686429597
