step,sentiment,uncertainty,mid_price,bid,ask,spread,spread_bps,inventory
19,-0.1780124306542464,0.1894749663970904,99.88595804122491,99.88535743307673,99.88654690804313,0.0011894749663952098,0.11908330156920455,-2.0
20,-0.12311687183460904,0.23473008723988922,99.87366039453067,99.8731670214341,99.87440175152135,0.0012347300872477263,0.1236292013700284,-2.0
21,-0.3645362466188472,0.2355015781034442,99.83725282523437,99.83660988189135,99.83784538346944,0.0012355015780940448,0.12375155997699543,-2.0
22,-0.20957372223767423,0.18394974418926252,99.8163295605418,99.8158135232923,99.8169974730365,0.0011839497441883395,0.11861283112701876,-3.0
23,-0.24332025916318695,0.22063541958921756,99.79204222536441,99.79158340499129,99.79280404041089,0.0012206354195996028,0.12231791156683539,-3.0
24,-0.22144592040552064,0.2682011235827907,99.76994368472467,99.76946916518033,99.77073736630392,0.0012682011235938262,0.1271125427915817,-3.0
25,-0.17550694957731988,0.24361767012516533,99.75243336624905,99.75200242564212,99.75324604331225,0.0012436176701271506,0.12467040934842248,-3.0
26,-0.07446118658993674,0.17319762174156184,99.74500568169536,99.74467540404098,99.74584860166271,0.0011731976217390638,0.1176196856896227,-4.0
27,-0.1648596842998493,0.2351125942214191,99.7285617515482,99.72824238511491,99.72947749770914,0.0012351125942302588,0.12384742871428052,-4.0
28,-0.056116365771467155,0.16723423339699003,99.72296534709908,99.72274897951078,99.72391621374419,0.0011672342334065888,0.11704768599127337,-4.0
29,0.0863545895823411,0.20950314380977098,99.73157688284357,99.73142435434546,99.73263385748926,0.0012095031437979742,0.1212758467881039,-3.0
30,0.14177375922190621,0.25925764439248,99.74571620341139,99.74547583943422,99.74673509707861,0.0012592576443921644,0.12624678956880322,-3.0
31,0.18648585103393378,0.18120492622065937,99.76431736818456,99.76413690472441,99.76531810965062,0.0011812049262118762,0.118399539772581,-3.0
32,0.15237673734959517,0.1659520151750764,99.77951912936905,99.77932498534344,99.78049093735862,0.001165952015185212,0.1168528396767976,-3.0
33,0.2917148952010199,0.252934434929896,99.80862630133508,99.80848258393631,99.80973551837123,0.001252934434916142,0.12553368194181652,-2.0
34,0.27161022998889967,0.27221455960838786,99.83573534527966,99.83547201124443,99.83674422580404,0.0012722145596057999,0.1274307796908466,-3.0
35,0.2865193215364129,0.24772179890604598,99.86434021243588,99.86419509973807,99.86544282153697,0.001247721798904422,0.12494167550200729,-3.0
36,0.3278254274425642,0.2444553421138366,99.89707828245228,99.89696003683345,99.89820449217557,0.0012444553421175897,0.12457374765245643,-3.0
37,0.2553854529320475,0.20158445742580883,99.92259054303605,99.92244318440278,99.9236447688602,0.001201584457419358,0.12025153179969277,-2.0
38,0.2949592511658991,0.21853590802542572,99.95206363551718,99.95183407678265,99.95305261269068,0.0012185359080376656,0.1219120309992948,-2.0
39,0.3483750437282775,0.19324805616736773,99.98688444005694,99.98669566495074,99.9878889130069,0.0011932480561540615,0.11934045778468322,-1.0
40,0.357862339755438,0.24224226753057557,100.02266598046752,100.02236713519596,100.02360937746349,0.0012422422675228972,0.1241960764938502,-1.0
41,0.6189003698580243,0.24778741760188175,100.08457004543702,100.08443227977534,100.08568006719295,0.0012477874176113346,0.12467330549003271,-1.0
42,0.623452754087582,0.2745746055622753,100.14696804627351,100.1468280774948,100.14810265210036,0.0012745746055600193,0.1272704137154801,-2.0
43,0.642053488253878,0.2323212201078006,100.21126775644566,100.21124720390463,100.21247952512473,0.0012323212201010847,0.12297232114617379,-2.0
44,0.697739479988483,0.2654297992681502,100.28118911429904,100.28119786956447,100.28246329936374,0.0012654297992753527,0.1261881525789482,-3.0
45,0.5663746784411297,0.21067529673055368,100.33798584053736,100.33802335080493,100.33923402610166,0.0012106752967326884,0.12065971691486414,-3.0
46,0.4921818025946917,0.243642936877525,100.38737037127707,100.38735459901986,100.38859824195674,0.0012436429368847257,0.12388440221963998,-2.0
47,0.5699483382822222,0.2720552662868273,100.4445859862047,100.44451246146417,100.44578451673047,0.0012720552662983664,0.12664249185845353,-2.0
48,0.6713571849745129,0.3135317804745503,100.51202018069833,100.51200433930735,100.51331787108784,0.0013135317804824354,0.13068404934265537,-2.0
49,0.7600100487579101,0.2949462805846426,100.58841032605662,100.58845493900925,100.58974988528983,0.0012949462805806888,0.1287371255180522,-2.0
50,0.8316252029771979,0.2700826308237288,100.67206218321118,100.67215525825861,100.67342534088942,0.0012700826308105206,0.12616038683096817,-2.0
51,0.9273961148422271,0.3093257096611369,100.76542506255304,100.76557753148631,100.76688685719597,0.0013093257096556954,0.12993799300135875,-2.0
52,0.8732871167526538,0.27656770582132006,100.85342221007427,100.85354133128695,100.85481789899276,0.0012765677058155234,0.1265765382910335,-2.0
53,0.7968762651441271,0.32057649095543717,100.93378990849203,100.93385578827753,100.9351763647685,0.0013205764909685058,0.13083591651178053,-2.0
54,0.738533323770163,0.3136213178449705,101.00833287583387,101.00836114173397,101.00967476305182,0.0013136213178484013,0.1300507869447951,-1.0
55,0.7630589308118556,0.2974245556831641,101.08540818632119,101.08535447974049,101.08665190429616,0.0012974245556733877,0.12834934130967424,-1.0
56,0.8562607568863241,0.3203843557607959,101.17196365444497,101.17196875892101,101.17328914327676,0.001320384355750548,0.130508918484606,-1.0
57,0.7907131797773597,0.28444123270618116,101.25196165953048,101.2519272512198,101.25321169245251,0.001284441232712652,0.12685593559477987,-2.0
58,0.6465121346295037,0.24596643549209452,101.31742228139841,101.3174020643906,101.31864803082611,0.0012459664355048972,0.12297652342993462,-2.0
59,0.47325564245066754,0.2204592431055548,101.36537132317164,101.36524988816169,101.3664703474048,0.0012204592431146466,0.12040199006656777,-2.0
60,0.4817655214171634,0.23700164001399165,101.4142056641408,101.41408513569084,101.41532213733086,0.0012370016400211625,0.12197518404056838,-2.0
61,0.49132870801649525,0.21393800293099804,101.4640333747843,101.46392462707813,101.46513856508106,0.0012139380029339009,0.11964219857591303,-3.0
62,0.4932517349898123,0.2656096574319653,101.51408068528546,101.51406001253642,101.51532562219384,0.0012656096574232834,0.12467331121747866,-3.0
63,0.5444108152838858,0.241774802279527,101.56934604871414,101.56936317912924,101.57060495393152,0.0012417748022812702,0.1222588163249271,-4.0
64,0.642318942990213,0.27498313176222194,101.63458596370836,101.63475794505123,101.636032928183,0.001274983131764884,0.12544776167240496,-4.0
65,0.6888387648692342,0.23757719689139054,101.70459580637159,101.704803263347,101.70604084054389,0.0012375771968891058,0.12168350771928187,-5.0
66,0.6504203082737354,0.2915210030457729,101.77074654092883,101.77102079617177,101.77231231717482,0.0012915210030541857,0.12690493554891816,-6.0
67,0.6205674140432769,0.23216475457119037,101.833902149935,101.83426838820543,101.83550055296001,0.0012321647545832093,0.12099749970977575,-6.0
68,0.7143838390390324,0.2264187583032861,101.90665064389721,101.90707550138848,101.90830192014678,0.0012264187583070907,0.1203472737606391,-5.0
69,0.681733659747805,0.30350094122561405,101.97612383779331,101.97641640755627,101.97771990849749,0.0013035009412192267,0.12782413099880316,-5.0
70,0.521243525896504,0.2609138875469629,102.02927823213979,102.02947639679633,102.03073731068386,0.001260913887534798,0.12358353497962933,-6.0
71,0.6482489376288592,0.293584068460189,102.09541860336083,102.09579109357566,102.09708467764412,0.0012935840684633604,0.12670343940592624,-6.0
72,0.44461738260626854,0.2490522749056634,102.14081200115635,102.1410651501955,102.14231420247042,0.0012490522749146749,0.12228728658438062,-6.0
73,0.21144073055219303,0.23900193362764593,102.16240872906508,102.16252021583526,102.1637592177689,0.0012390019336407931,0.12127767434758013,-6.0
74,0.36468035721072745,0.22291466787733605,102.1996653527739,102.19987688191894,102.2010997965868,0.0012229146678635061,0.11965936127503315,-7.0
75,0.2824962414713746,0.22695596501394588,102.22853637411569,102.22879620135745,102.23002315732248,0.001226955965023535,0.12002088737075971,-8.0
76,0.2862771975277551,0.24873226676040538,102.25780207301625,102.25815644866977,102.25940518093653,0.001248732266759589,0.12211608712926797,-7.0
77,0.1228713078518947,0.22663169244448478,102.27036662289501,102.27052866596894,102.27175529766139,0.0012266316924467446,0.1199400894855247,-7.0
78,0.1532795149716024,0.2489626262436106,102.28604257508694,102.2862138139666,102.28746277659285,0.0012489626262492948,0.12210489278949731,-6.0
79,0.10573993707836565,0.16313449485163822,102.29685829479281,102.29693822242955,102.29810135692439,0.001163134494845508,0.11370187845785627,-5.0
80,-0.01620678337301623,0.22165287776867199,102.29520039177069,102.29507966580003,102.2963013186778,0.0012216528777742042,0.11942426165602214,-5.0
81,0.048522059750098254,0.18635077954012988,102.30016396559625,102.3000995722982,102.30128592307773,0.0011863507795339956,0.11596763226430093,-5.0
82,0.07105550175910712,0.20938638342821897,102.30743295507688,102.30737122866331,102.30858061504675,0.0012093863834365948,0.11821099880080418,-5.0
83,0.012687529443205947,0.21988491930778153,102.30873098364476,102.30862877984804,102.30984866476733,0.0012198849192941452,0.11923566127402734,-4.0
84,-0.009924930399520998,0.19245715354202067,102.30771557661049,102.30751343050659,102.30870588766012,0.0011924571535359973,0.11655593586615241,-5.0
85,0.029469058870457688,0.24705277000442738,102.31073048870373,102.31062533705447,102.31187238982447,0.001247052769997481,0.12188875634459181,-5.0
86,0.02210785097415663,0.19497823043275136,102.31299235908642,102.31290807917152,102.31410305740197,0.0011949782304441214,0.11679633279125722,-5.0
87,0.13103286547313592,0.18046172485760106,102.32639872365036,102.32638583242912,102.32756629415398,0.0011804617248571958,0.11536238346912131,-5.0
88,0.06357504759073405,0.17576924974813113,102.332904129319,102.33285361948714,102.3340293887369,0.0011757692497553762,0.11489649978755084,-5.0
89,0.07278919405909823,0.2376277648644009,102.3403528589363,102.34027908801765,102.3415167157825,0.0012376277648513678,0.12093252859478477,-5.0
90,-0.026441123790981375,0.1771047210873286,102.33764686499754,102.33754275065118,102.33871985537226,0.0011771047210800134,0.11502167160759855,-5.0
91,-0.011317748882383117,0.23210593362853507,102.3364886332091,102.33636560790951,102.33759771384315,0.0012321059336386497,0.12039751901735862,-4.0
92,0.1649938150667395,0.2507976857980866,102.35337352088922,102.35325130898735,102.35450210667315,0.0012507976857989433,0.12220385540528071,-4.0
93,0.21677397110992586,0.2673715783492323,102.37556106812383,102.37546474891961,102.37673212049795,0.0012673715783364514,0.12379630110091447,-4.0
94,0.3164240063283887,0.25794090492269905,102.40795515330713,102.40792520420509,102.40918314511002,0.0012579409049351398,0.12283624871251189,-4.0
95,0.11441165908395654,0.17033316527348866,102.4196718173596,102.41955360065651,102.42072393382179,0.0011703331652768156,0.11426839634516876,-4.0
96,-0.046618467900325644,0.22383738881680776,102.41489716917663,102.41465672377021,102.41588056115901,0.0012238373888067144,0.11949798541369307,-4.0
97,0.11018298205365842,0.23750575722131972,102.42618154795343,102.42603097111214,102.42726847686936,0.00123750575721715,0.12081928062873065,-4.0
98,0.12669009131352132,0.2219993748447209,102.43915793024664,102.43902433816541,102.44024633754026,0.0012219993748487923,0.11929025965645695,-4.0
99,0.27293638606027204,0.22894929463531116,102.46711730380318,102.46707054164543,102.46829949094007,0.0012289492946422342,0.11993596843351623,-3.0
100,0.20600919795314893,0.21276384465007192,102.48822647245551,102.48804501078665,102.4892577746313,0.0012127638446486344,0.11833201591936747,-3.0
101,0.3776717772353405,0.20799946901651323,102.52693338309305,102.52685749701172,102.52806549648074,0.0012079994690168405,0.11782264709928822,-3.0
102,0.5203718762849634,0.2799563885618523,102.58028551578735,102.5802785642468,102.58155852063537,0.0012799563885721454,0.12477606024747875,-2.0
103,0.5641680092286174,0.2910848897378381,102.63815803125289,102.63807668320402,102.63936776809376,0.001291084889743388,0.12578995127233852,-2.0
104,0.6943918101475663,0.27803359417589907,102.70942912759843,102.70943383883179,102.71071187242597,0.0012780335941897647,0.12443196355439114,-2.0
105,0.657536423456479,0.2211022546794863,102.77696431828224,102.77695522675951,102.77817632901419,0.0012211022546750883,0.11881088946094465,-2.0
106,0.6867269251242248,0.2295987782320873,102.84754402696214,102.84755142686708,102.84878102564531,0.0012295987782238171,0.1195554828126445,-3.0
107,0.616497997782766,0.29931739967151405,102.91094933193163,102.91100018651947,102.91229950391916,0.0012993173996846963,0.12625647786940963,-3.0
108,0.5532503314518755,0.2529139196415818,102.96788484875954,102.96790497932038,102.96915789324002,0.001252913919643106,0.12168006767191548,-3.0
109,0.5149517397621617,0.25742869592901774,103.02090834020204,103.02090338340136,103.0221608120973,0.001257428695936369,0.12205567939510005,-3.0
110,0.3857610451587182,0.26795182966678377,103.06064979347656,103.06056038077323,103.0618283326029,0.0012679518296749848,0.12302967545962849,-3.0
111,0.5507974533256123,0.23033713473356998,103.11741533692089,103.11743900163378,103.11866933876851,0.001230337134728643,0.11931419447517168,-4.0
112,0.59870807582308,0.2577181021044269,103.17915256624111,103.17930021018249,103.18055792828459,0.0012577181020958506,0.12189653343861245,-5.0
113,0.6626199406201908,0.2836739183805607,103.24752113018779,103.24780458719638,103.24908826111476,0.0012836739183796908,0.12432975671745855,-5.0
114,0.6142059757325032,0.29278557565650964,103.31093637464554,103.31118700017066,103.31247978574632,0.0012927855756572626,0.1251354039585045,-6.0
115,0.770793897285181,0.2994741710249189,103.39056781392593,103.39101889022078,103.3923183643918,0.0012994741710201652,0.12568594974339,-6.0
116,0.8299014991629345,0.30650435157008543,103.476371801154,103.47686068393824,103.4781671882898,0.0013065043515609887,0.12626112887603372,-5.0
117,0.8634925971178364,0.3140806291187426,103.5657228821809,103.56613319131398,103.56744727194311,0.0013140806291289664,0.12688374034948793,-5.0
118,0.7008241247989163,0.2794064361451788,103.63830423927898,103.63861285550885,103.639892261945,0.001279406436140107,0.12344918662372431,-5.0
119,0.5109165092797512,0.2040543861577585,103.69125475990859,103.69146031834748,103.69266437273365,0.0012040543861644437,0.1161191837202053,-5.0
120,0.5358552409829863,0.25757490757523277,103.7468182622158,103.74702641381458,103.74828398872216,0.001257574907583603,0.12121575665146031,-5.0
121,0.6902295434930519,0.2508933606655196,103.81842738122377,103.81873363632009,103.81998452968075,0.0012508933606625305,0.12048856760941098,-5.0
122,0.6489951596159839,0.31100181206361877,103.88580503807313,103.88607495408223,103.8873859558943,0.0013110018120698896,0.1261964338236028,-4.0
123,0.5279630674864483,0.22732012696433998,103.94065290636932,103.94076323615535,103.9419905562823,0.0012273201269579204,0.11807893183656461,-4.0
124,0.653910299360274,0.2529417377553603,104.00862076982703,104.00880395471155,104.01005689644931,0.0012529417377606933,0.12046518149043395,-4.0
125,0.7114212303308646,0.30286935850284474,104.08261471078013,104.08282672056187,104.08412958992038,0.001302869358511316,0.12517646315205166,-4.0
126,0.6268537674520335,0.2553372653774328,104.14785928993786,104.14802507775228,104.14928041501766,0.0012553372653769657,0.12053414001359593,-4.0
127,0.783067278254458,0.30756300673497083,104.22941407064806,104.22967224404711,104.23097980705386,0.001307563006747614,0.12545048040482418,-4.0
128,0.8423299074169558,0.24418402816163495,104.31720962335231,104.31751153804686,104.31875572207503,0.0012441840281667282,0.11926929723858401,-4.0
129,0.753805215257913,0.25343944087901704,104.39584448000754,104.39609018488086,104.39734362432175,0.001253439440887405,0.12006602821508346,-4.0
130,0.6540862005502026,0.2281040123350936,104.46412836127669,104.46431595221418,104.46554405622652,0.0012281040123411913,0.11756227057138126,-5.0
131,0.674677461190656,0.2822242002174832,104.53460795418499,104.53489938596893,104.53618161016915,0.001282224200224391,0.12266025819758747,-5.0
132,0.6806959057516193,0.2254248554902368,104.60576423382876,104.606068592242,104.60729401709747,0.001225424855476831,0.11714697220103452,-5.0
133,0.5428429327261319,0.21917507164881414,104.66254873366552,104.6627700564154,104.66398923148704,0.001219175071639711,0.11648627769825692,-5.0
134,0.5518450944440452,0.2688100102162171,104.72030624775618,104.72052193604104,104.72179074605124,0.0012688100102025146,0.12116179332026172,-5.0
135,0.5159400508374716,0.294525768538206,104.77433564788537,104.7745223338465,104.77581685961505,0.0012945257685430533,0.12355370812309993,-5.0
136,0.5180977572075428,0.2554323313894859,104.82861899619743,104.82881649836935,104.83007193070074,0.0012554323313906934,0.11976045696416483,-5.0
137,0.32533707360999375,0.2000941094546047,104.86272363233223,104.86281880283032,104.86401889693978,0.0012000941094640893,0.1144443008815828,-5.0
138,0.23643032339540399,0.19527201730604057,104.88751635999276,104.88756002325891,104.88875529527621,0.001195272017298521,0.11395750979517268,-4.0
139,0.18617277324820392,0.1991172521202598,104.90704355979261,104.90695562265869,104.90815473991081,0.001199117252127735,0.11430283529478061,-4.0
140,0.17167396734903603,0.21766789887175794,104.92505336816338,104.92494905515349,104.92616672305238,0.0012176678988851108,0.1160512060558626,-4.0
141,0.14818861378593423,0.20194745020640756,104.94060206637342,104.94049015011156,104.94169209756176,0.001201947450198304,0.11453597811818249,-4.0
142,0.18828574783527363,0.18747611837274217,104.96036088611176,104.96027894046706,104.96146641658542,0.0011874761183605642,0.11313567410929985,-4.0
143,0.24856237610052784,0.22191335164464235,104.98645008280998,104.98639098697718,104.98761290032884,0.0012219133516566671,0.1163877196240906,-4.0
144,0.43349024761578603,0.2029189221254678,105.03196068505268,105.03201995240232,105.03322287132445,0.0012029189221323122,0.11452884572338581,-4.0
145,0.4606178420927284,0.24858095059646676,105.0803402801342,105.08040354899046,105.08165212994106,0.001248580950601763,0.11882155570425115,-5.0
146,0.39613357861748344,0.2849141136094486,105.12196613137172,105.12207817312795,105.12336308724154,0.001284914113597324,0.12223079161129437,-5.0
147,0.4526135966750369,0.20331624786243113,105.169545762552,105.16971642307553,105.17091973932338,0.0012033162478530812,0.11441679614837219,-5.0
148,0.5432749802103197,0.24199629760666178,105.22668174544489,105.2268981200531,105.2281401163507,0.0012419962976082388,0.11803054862195188,-6.0
149,0.5391161208921174,0.2911791736265348,105.28341114592185,105.28371360408877,105.2850047832624,0.001291179173620094,0.12263842513903082,-6.0
150,0.43990430000939346,0.27930912745250785,105.3297257712046,105.32996750343398,105.33124681256143,0.0012793091274545532,0.12145755797688548,-6.0
151,0.5615209889832523,0.27252926980941544,105.38887062298899,105.38919163430114,105.39046416357095,0.0012725292698121393,0.1207460771037579,-7.0
152,0.6612865522408845,0.2780635997777734,105.45856286588783,105.45904641722365,105.46032448082343,0.0012780635997842182,0.12119106927424546,-7.0
153,0.5506396824176256,0.2766592963379669,105.51663253545252,105.5170456954391,105.51832235473543,0.0012766592963373569,0.12099128503825332,-7.0
154,0.5989625298104688,0.256517136211125,105.57983304461303,105.58028108938625,105.58153760652245,0.001256517136198454,0.11901109330865389,-7.0
155,0.5976111290578995,0.25489781283658386,105.64292872784456,105.64337624938753,105.64463114720036,0.0012548978128279487,0.1187867307295876,-7.0
156,0.6241068268301185,0.21748049970298355,105.70886120086995,105.7093323795658,105.71054986006548,0.0012174804996902822,0.11517298416230244,-7.0
157,0.762859731786877,0.32575274826462075,105.78950223437313,105.79004503969198,105.79137079244025,0.0013257527482721798,0.12531987770724345,-7.0
158,0.8053870209109393,0.3163487624595649,105.87470372642133,105.87527563714424,105.8765919859067,0.0013163487624581194,0.1243308095444163,-7.0
159,0.9989906165375332,0.3328713557472319,105.98047156197272,105.98117088928356,105.9825037606393,0.0013328713557427818,0.12576575062353607,-7.0
160,1.0,0.2846190543809087,106.08645203353468,106.08715203353468,106.08843665258907,0.0012846190543882585,0.12109171621482649,-7.0
161,1.0,0.26555988825777277,106.1925384855682,106.1932384855682,106.19450404545645,0.001265559888253165,0.11917597095818151,-7.0
162,0.809350492517304,0.24243886101107692,106.27848546889317,106.2790670337147,106.2803094725757,0.0012424388609986181,0.1169040803994398,-8.0
163,0.8084554195148534,0.2564628236505825,106.36440688644834,106.36508655212612,106.36634301494976,0.0012564628236475528,0.11812812767234412,-8.0
164,0.7550066555796835,0.31995295098297855,106.44471272156439,106.44535103172042,106.4466709846714,0.0013199529509790864,0.12400361814417113,-8.0
165,0.8801579042432548,0.2953015878577956,106.53840087683118,106.53912326100271,106.54041856259056,0.001295301587845188,0.12158072368128403,-8.0
166,0.8385381742247003,0.2394674923014143,106.62773739298724,106.6284373296451,106.62967679713739,0.0012394674922973081,0.11624250149181409,-9.0
167,0.6550055318270153,0.2494185356470503,106.69757915082586,106.69826362958425,106.6995130481199,0.001249418535650193,0.11709905188045894,-9.0
168,0.6033407886591013,0.21763972389936312,106.76195415237875,106.76261265837246,106.76383029809637,0.00121763972390454,0.11405183930659721,-8.0
169,0.5996587367882544,0.2723521556102429,106.8259748909428,106.8265202034082,106.8277925555638,0.001272352155609724,0.11910512933850134,-7.0
170,0.6683877522504871,0.24507649930046493,106.89737606418213,106.89786962287386,106.89911469937314,0.001245076499287734,0.11647400012327516,-7.0
171,0.5108442133039232,0.2317862752129915,106.95198397016189,106.95238270246963,106.95361448874485,0.0012317862752126985,0.11517189578795935,-7.0
172,0.5906438679848143,0.2694723044780739,107.01515450366267,107.01559467052654,107.01686414283101,0.0012694723044717193,0.11862547041674092,-7.0
173,0.46836665126868515,0.22273255685926946,107.06527683321254,107.06565181051063,107.0668745430675,0.0012227325568687775,0.11420439875885846,-8.0
174,0.35289263026490636,0.22003212185181098,107.10305938036426,107.10346463447557,107.10468466659744,0.0012200321218642785,0.11391197683079006,-8.0
175,0.2530210567690557,0.24919970541758973,107.13015870963187,107.13049214669394,107.13174134639937,0.0012491997054269177,0.11660579247462691,-7.0
176,0.37030955093292284,0.18840368477379368,107.16983003059501,107.17015586737003,107.1713442710548,0.0011884036847789048,0.11088976108664514,-7.0
177,0.5971371769017394,0.2678788344246549,107.23382512034853,107.23426972972523,107.23553760855965,0.0012678788344260283,0.11823497231429428,-8.0
178,0.6330681390617914,0.2757329676039929,107.30171143846195,107.30227738492601,107.30355311789361,0.0012757329675991969,0.11889213606167277,-8.0
179,0.8943003820961757,0.2546919528253026,107.39767140000095,107.39840508977095,107.39965978172377,0.0012546919528233502,0.11682673715990262,-8.0
180,0.8766928398711785,0.33096695793743336,107.49182616953615,107.49254411065824,107.49387507761618,0.0013309669579371075,0.12382029456248198,-8.0
181,0.9170968390286744,0.28588664307696965,107.59040658353766,107.59115328150398,107.59243916814705,0.0012858866430747184,0.11951684949496892,-8.0
182,0.7478974551368356,0.22508272967008353,107.67087317481864,107.67151875158173,107.67274383431139,0.0012250827296611533,0.11378032828544643,-8.0
183,0.714099353209313,0.2378259501418351,107.74776087571226,107.74838392809238,107.74962175404252,0.0012378259501417688,0.1148818258571154,-8.0
184,0.640485366262908,0.2833697638252604,107.81677173980076,107.81734104469545,107.81862441445928,0.0012833697638257036,0.1190324791882027,-8.0
185,0.7993851256139753,0.2581100637285449,107.90295886342128,107.90363266562507,107.9048907756888,0.0012581100637305553,0.11659643785329507,-8.0
186,0.6051621794298625,0.21539844012209802,107.96825765317399,107.96881771053839,107.9700331089785,0.0012153984401095386,0.11256997811465645,-8.0
187,0.7167643530070439,0.2362430004292136,108.04564545151607,108.04627037747304,108.04750662047346,0.0012362430004202452,0.11441858626084023,-7.0
188,0.7485913559468167,0.32346435911018334,108.12652748774877,108.12706112255879,108.12838458691789,0.0013234643591033546,0.12239959886377644,-6.0
189,0.7886645412228713,0.260505290739524,108.21180304594392,108.21226985121199,108.21353035650272,0.001260505290730407,0.1164850095137246,-6.0
190,0.6940313453236968,0.2555385477843443,108.28690542919179,108.28731335147162,108.2885688900194,0.0012555385477810432,0.11594555618749608,-6.0
191,0.8247729755240677,0.3294645738954618,108.37621754239291,108.37670106333219,108.37803052790609,0.001329464573899486,0.12267124688859406,-6.0
192,0.6271136498550614,0.2845894510549129,108.4441817477334,108.44454224479749,108.44582683424854,0.0012845894510462585,0.11845628141069983,-6.0
193,0.5377175096257607,0.2167401313219313,108.50249408307619,108.50281284424717,108.5040295843785,0.0012167401313263326,0.11213936984662504,-6.0
194,0.42051556843808635,0.21627670735568813,108.54812107105248,108.54836866434428,108.54958494105165,0.0012162767073675695,0.11204954036665726,-6.0
195,0.3744274793154929,0.27057489552721653,108.58876447040956,108.58896705203951,108.59023762693504,0.001270574895528398,0.11700795213252746,-6.0
196,0.5330066587612948,0.27930391933359916,108.64664300493894,108.64694429173306,108.64822359565241,0.0012793039193468303,0.11774905178512278,-7.0
197,0.5706614731105591,0.2991001778984157,108.70864345828464,108.70906458140631,108.71036368158421,0.001299100177902801,0.11950293339842033,-7.0
198,0.37114153841412467,0.24146459961522942,108.74898975145668,108.74929939869756,108.75054086329718,0.001241464599615938,0.11415872482615946,-7.0
199,0.4649366805994247,0.24550483007150678,108.79955114577025,108.79991793379588,108.80116343862596,0.0012455048300807903,0.11447701915718898,-7.0
200,0.577733698589414,0.30711009144957374,108.86240831285858,108.86283233858664,108.8641394486781,0.0013071100914601175,0.12006992236508557,-7.0
201,0.6427074309761001,0.2711282071623967,108.9323749916352,108.93284790930386,108.93411903751101,0.0012711282071506957,0.11668966248540018,-7.0
202,0.6780738340471819,0.26183360211017087,109.00623918479765,109.00673607617084,109.00799790977295,0.001261833602114848,0.1157579246427967,-7.0
203,0.6827369139470127,0.23005094840148144,109.08066176813965,109.08116664325969,109.0823966942081,0.0012300509484077793,0.1127652627394541,-6.0
204,0.7474494374645473,0.3179047409422902,109.16219404741652,109.16262762862468,109.16394553336562,0.0013179047409437317,0.12072904474339133,-6.0
205,0.6781134602899553,0.2499663106731799,109.23621840055486,109.23661722688962,109.23786719320029,0.0012499663106666503,0.11442782704937551,-6.0
